Country	Area	Location	Month	Year	Time	Sex	Age	Type	Injury Categories	Species
AUSTRALIA	New South Wales	Mona Vale, near Sydney	Mar	1948	unknown	M	unknown	Unprovoked	Limbs bitten	6' shark
USA	Florida	Biscayne Bay	Feb	1948	Afternoon	M	48	Provoked	Limbs bitten	Nurse shark
NEW GUINEA	Morobe Province	Finschafen  	Feb	1948	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
PAPUA NEW GUINEA	Bougainville (North Solomons)	Tung Island, off the west coast of Buka Island	Feb	1948	unknown	M	unknown	Provoked	Limbs bitten	unknown
SOUTH AFRICA	Western Cape Province	False Bay	Jan	1948	unknown	unknown	unknown	Boat	Minor injury	unknown
AUSTRALIA	New South Wales	Watson Taylor's Lake, 25 miles south of Port Macquarie	Jan	1947	P.M.	M	9	Unprovoked	Lacerations	Grey nurse shark
SENEGAL	unknown	Tiaroye, near Dakar, Cap Vert Peninsula	Nov	1947	11h00	M	unknown	Unprovoked	Lethal	Tiger shark
AUSTRALIA	South Australia	3 miles out to sea off Glenelg	Oct	1947	unknown	unknown	unknown	Boat	Minor injury	5.5 m [18'] shark
AUSTRALIA	New South Wales	Knobby's Beach, Newcastle	Sep	1947	Dusk	M	17	Unprovoked	Minor injury	unknown
AUSTRALIA	New South Wales	Knobby's Beach, Newcastle	Aug	1947	Dusk	M	16	Unprovoked	Minor injury	unknown
AUSTRALIA	New South Wales	Maria River, Port Macquarie, 12 miles from river mouth	Aug	1947	16h00	M	12	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Maria River, Port Macquarie, 12 miles from river mouth	Aug	1947	16h00	M	13	Unprovoked	Lacerations	unknown
AUSTRALIA	Queensland	Moreton Bay	Jul	1947	unknown	unknown	78	Unprovoked	Lethal	unknown
AUSTRALIA	Northern Territory	Mornington Island, Gulf of Carpentaria	Jul	1947	unknown	M	unknown	Unprovoked	No details	unknown
BRAZIL	Pernambuco	Piedade	Jun	1947	unknown	M	25	Unprovoked	Lethal	unknown
USA	Florida	In a canal 10 miles north of St Augustine	Jun	1947	A.M.	M	20	Unprovoked	Lethal	Possibly C. leucas
USA	California	Santa Monica, Los Angeles County	May	1947	unknown	M	46	Provoked	No details	a small shark
AUSTRALIA	Northern Territory	Darwin Harbour	May	1947	unknown	M	unknown	Unprovoked	Lacerations	Most likely, a small shark
SOUTH AFRICA	KwaZulu-Natal	North Beach, Durban	Jun	1947	Morning	M	20	Unprovoked	Lacerations	unknown
USA	Hawaii	Off Waianae, O'ahu	Apr	1947	10h30	M	35	Unprovoked	Lacerations	unknown
AUSTRALIA	New South Wales	Coogee	Feb	1947	unknown	unknown	unknown	Boat	Minor injury	Tiger shark, 14' 
KENYA	Coast Province	Kilindini Harbor, Mombasa	Feb	1947	unknown	M	unknown	Unprovoked	Minor injury	unknown
SOUTH AFRICA	KwaZulu-Natal	Country Club Beach, Durban	Feb	1947	12h00	M	21	Unprovoked	Lacerations	1.5 m, 45-kg shark
SOUTH AFRICA	KwaZulu-Natal	Rocket Hut Beach, Durban	Feb	1947	17h30	M	14	Unprovoked	Lacerations	unknown
AUSTRALIA	New South Wales	Palm Beach	Jan	1947	unknown	M	17	Unprovoked	Minor injury	unknown
PACIFIC OCEAN	unknown	Off Central American coast at 8N.79W	Dec	1947	11h00	M	29	Provoked	Lacerations	unknown
SOUTH AFRICA	KwaZulu-Natal	Country Club Beach, Durban	Dec	1947	16h10	M	18	Unprovoked	Lacerations	unknown
SOUTH AFRICA	KwaZulu-Natal	Country Club Beach, Durban	Nov	1947	12h00	M	22	Unprovoked	Lacerations	Blacktip shark, 2 m [6.75'] 
AUSTRALIA	Queensland	Palm Beach	Oct	1947	unknown	unknown	unknown	Boat	Minor injury	unknown
BAHAMAS	New Providence Island	Cable Beach	Oct	1947	unknown	M	unknown	Provoked	Limbs bitten	5' shark
BRAZIL	Rio de Janeiro	Copacabana	Sep	1947	unknown	unknown	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Berry's Bay, Sydney Harbour	Aug	1947	unknown	unknown	17 & 16	Boat	Minor injury	"4.5  m [14'9""] shark"
SOUTH AFRICA	KwaZulu-Natal	Country Club Beach, Durban	Aug	1947	15h50	M	18	Unprovoked	Lacerations	>1.6 m shark
AUSTRALIA	South Australia	Glenelg	Aug	1946	unknown	M	23	Unprovoked	Lacerations	unknown
AUSTRALIA	Queensland	Auckland Creek, Gladstone	Aug	1946	unknown	unknown	unknown	Boat	No details	7' shark
AUSTRALIA	Torres Strait	40 miles off Thursday Island	Aug	1946	unknown	M	30	Unprovoked	Lethal	unknown
MARSHALL ISLANDS	Kwajalein	unknown	Jul	1946	unknown	unknown	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Mark’s Point, Swan Bay, Lake Macquarie	Jun	1946	unknown	M	15	Unprovoked	Lacerations	unknown
ISRAEL	Gaza	Jura Village	Jun	1946	unknown	M	15	Unprovoked	Lacerations	unknown
AUSTRALIA	Queensland	Ellis Beach, 20 miles from Cairns	Jun	1946	15h20	M	30	Unprovoked	Lethal	4.3 m [14'] shark
IRAN	Khuzestan Province	Dorquain, on the Karun River	May	1946	unknown	M	12	Unprovoked	No details	unknown
IRAN	Khuzestan Province	Ahvaz, on the Karun River, 275 km from the sea	May	1946	unknown	M	12	Unprovoked	Lacerations	Possibly C. leucas
INDIA	unknown	Chennai	Apr	1946	unknown	M	14	Unprovoked	Minor injury	unknown
TANZANIA	Dar-es-Salaam 	Dar-es-Salaam harbor	Apr	1946	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Queensland	Trinity Beach, Cairns	Feb	1946	13h30	M	17	Unprovoked	Lethal	unknown
AUSTRALIA	South Australia	Port Newby	Feb	1946	unknown	unknown	unknown	Boat	Minor injury	6 m [20']  shark
AUSTRALIA	South Australia	Grange	Feb	1946	19h00	M	28	Boat	Minor injury	unknown
SOUTH AFRICA	KwaZulu-Natal	South Beach, Durban	Jan	1946	16h00	M	21	Unprovoked	Lacerations	unknown
AUSTRALIA	Western Australia	City Beach, Perth	Jan	1946	12h15	M	18	Unprovoked	Limbs bitten	"White shark, 4.2 m [13'9""] "
SOUTH AFRICA	KwaZulu-Natal	Battery Beach, Durban	Jan	1946	09h15	M	18	Unprovoked	Limbs bitten	unknown
SOUTH AFRICA	KwaZulu-Natal	Battery Beach, Durban	Jan	1946	17h15	M	15	Unprovoked	Lacerations	unknown
SOUTH AFRICA	KwaZulu-Natal	Battery Beach, Durban	Nov	1946	Afternoon	M	unknown	Unprovoked	Lacerations	unknown
AUSTRALIA	Queensland	Townsville	Sep	1946	unknown	M	12	Unprovoked	Limbs bitten	small shark
SOUTH AFRICA	Western Cape Province	False Bay	Sep	1946	12h00	M	18	Unprovoked	Limbs bitten	1.5 m [5'] shark
AUSTRALIA	New South Wales	Oatley Bay near Como, George’s River	Sep	1946	unknown	F	14	Unprovoked	Lethal	unknown
SOUTH AFRICA	Eastern Cape Province	Pollock Beach, Port Elizabeth	Aug	1946	A.M.	M	24	Unprovoked	Lacerations	unknown
SOUTH AFRICA	Western Cape Province	Plettenberg Bay	Aug	1946	unknown	unknown	unknown	Boat	Minor injury	unknown
SOUTH AFRICA	Western Cape Province	Table Bay	Aug	1946	unknown	unknown	unknown	Boat	No details	unknown
PERSIAN GULF	"""Head of the Gulf"""	unknown	Aug	1946	unknown	F	unknown	Unprovoked	Lethal	unknown
HONG KONG	unknown	Tweed Beach	Aug	1945	"""shortly before dusk"""	M	unknown	Unprovoked	Lethal	unknown
OKINAWA	unknown	unknown	Aug	1945	unknown	M	20	Sea Disaster	Lacerations	unknown
JAPAN	Ryukyu	unknown	Aug	1945	unknown	M	unknown	Sea Disaster	Lethal	unknown
IRAN	Shatt-al-Arab River	Bashamir	Jul	1945	unknown	M	13	Unprovoked	Minor injury	unknown
IRAN / IRAQ	Shatt-al-Arab River	Vicinity of Abadan	Jul	1945	unknown	M	unknown	Unprovoked	Severe	unknown
USA	 North Carolina	Ocracoke	Jun	1945	unknown	unknown	unknown	Unprovoked	Lethal	unknown
PHILIPPINES	In transit between Tinian and Leyte	200 miles Leyte	Jun	1945	unknown	unknown	unknown	Sea Disaster	Lethal	unknown
JAVA	Northern Java	Off Cheribon	Jun	1945	Dusk	unknown	unknown	Sea Disaster	Minor injury	unknown
AUSTRALIA	Queensland	Trinity Beach, Cairns	May	1945	16h00	M	unknown	Unprovoked	Lethal	unknown
USA	North Carolina	Ocracoke Inlet, Carteret County	Apr	1945	unknown	M	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Scottburgh	Mar	1945	16h30	M	37	Unprovoked	Limbs bitten	Thought to involve a Zambesi shark
ISRAEL	Tel Aviv	unknown	Mar	1945	unknown	M	unknown	Unprovoked	No details	unknown
JAMAICA	unknown	unknown	Mar	1945	unknown	M	unknown	Unprovoked	Severe	unknown
CUBA	Havana Province	Cojimar	Jan	1945	unknown	M	unknown	Unprovoked	Lethal	unknown
PANAMA	Colon Province	Mouth of Rio Dudio, 50 miles west of the city of Colon	Jan	1945	unknown	F	8 or 10	Unprovoked	Limbs bitten	unknown
IRAQ	Basrah	Shatt-al Arab River	Jan	1945	12h00	M	15	Unprovoked	Limbs bitten	Bull shark
PHILIPPINES	300 miles east of Luzon	USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra	Dec	1944	unknown	M	19	Sea Disaster	Limbs bitten	9' shark
USA	Florida	3 miles north of the inlet at Palm Beach	Dec	1944	unknown	unknown	unknown	Provoked	Minor injury	"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  "
SIERRA LEONE	Western Area	Freetown	Dec	1944	unknown	M	18	Sea Disaster	Lethal	unknown
PHILIPPINES	unknown	unknown	Dec	1944	unknown	M	unknown	Sea Disaster	No details	unknown
 PHILIPPINES	Bernardino Strait near Gulf of Leyte	unknown	Dec	1944	unknown	M	unknown	Sea Disaster	Lethal	unknown
PHILIPPINES	Off Samar Island in the Gulf of Leyte	unknown	Nov	1944	unknown	M	unknown	Sea Disaster	Limbs bitten	unknown
PHILIPPINES	unknown	Off Cape Engano	Sep	1944	unknown	M	unknown	Unprovoked	Minor injury	unknown
unknown	unknown	225 miles east of Hong Kong	Oct	1944	>17h30	M	unknown	Sea Disaster	Lethal	unknown
AUSTRALIA	Queensland	Tewantin	Aug	1944	unknown	unknown	unknown	Boat	Limbs bitten	unknown
USA	Maryland	North Beach	Aug	1944	unknown	M	13	Unprovoked	Lacerations	unknown
CARIBBEAN SEA	unknown	unknown	Aug	1944	unknown	M	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Margate	Jul	1944	14h00	M	19	Unprovoked	Lethal	unknown
SOUTH AFRICA	Western Cape Province	Hartenbos	Jul	1944	16h30	M	17	Unprovoked	Lethal	White shark, according to witnesses
USA	Florida	Atlantic Beach, Mayport,  Duval County	May	1944	unknown	F	15	Unprovoked	Limbs bitten	1.8 m [6'] blacktip shark or spinner shark
SAMOA	unknown	unknown	May	1944	unknown	unknown	unknown	Unprovoked	Minor injury	5' shark
PANAMA	Caribbean Sea	unknown	Mar	1944	unknown	M	unknown	Unprovoked	Lethal	White shark, 2.4 m [8'] 
NICARAGUA	Lake Nicaragua (fresh water)	unknown	Feb	1944	unknown	unknown	unknown	Unprovoked	Minor injury	Bull sharks to 1.5 m [5']  in length
SOUTH AFRICA	KwaZulu-Natal	Country Club Beach, Durban	Feb	1944	17h30	M	18	Unprovoked	Limbs bitten	unknown
SOUTH AFRICA	KwaZulu-Natal	North Beach, Durban	Feb	1944	10h00	M	23	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Country Club Beach, Durban	Jan	1944	17h30	M	16	Unprovoked	Lacerations	unknown
SOUTH AFRICA	Western Cape Province	False Bay	Jan	1944	>14h30	M	unknown	Unprovoked	Lacerations	2.1 m [7'] shark
INDIA	unknown	Triplicane Beach, Chennai	Jan	1944	unknown	M	12	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	North Beach, Durban	Jan	1944	13h15	M	22	Unprovoked	Lethal	unknown
AUSTRALIA	Western Australia	Cottesloe, Perth	Jan	1944	unknown	M	unknown	Boat	Minor injury	14' shark
AUSTRALIA	New South Wales	First Beach, Forster	Dec	1944	17h00	M	14	Unprovoked	Limbs bitten	unknown
SOUTH AFRICA	KwaZulu-Natal	North Beach, Durban	Dec	1944	17h50	M	26	Unprovoked	Lethal	unknown
SOUTH PACIFIC OCEAN	unknown	unknown	Dec	1944	unknown	M	unknown	Sea Disaster	Lethal	unknown
ITALY	Adriatic Sea	unknown	Dec	1944	unknown	M	unknown	Sea Disaster	Lethal	unknown
NEW GUINEA	Pacific Ocean	unknown	Dec	1944	unknown	M	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Inyoni Rocks, Amazimtoti 	Nov	1943	11h30	M	17	Unprovoked	Lethal	unknown
USA	South Carolina	Off Charleston	Nov	1943	unknown	M	unknown	Sea Disaster	Lethal	unknown
SOUTH AFRICA	Eastern Cape Province	Kei River Mouth	Oct	1943	unknown	M	unknown	Unprovoked	Lacerations	unknown
PACIFIC OCEAN	Near the Fiji Islands	22º08'S  : 178º06'W	Oct	1943	unknown	M	unknown	Sea Disaster	No details	unknown
PANAMA	Gulf of Panama	North shore of Rey Island, Las Perlas archipelago	Aug	1943	14h35	M	20	Unprovoked	Lethal	"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)"
ITALY	40 miles south of Naples 	Tyrrhenian Sea	Jul	1943	unknown	M	unknown	Sea Disaster	Limbs bitten	unknown
USA	Florida	40 miles off Islamorada, near Cay Sal	Jun	1943	unknown	M	unknown	Sea Disaster	Lethal	unknown
PORTUGAL	unknown	Sines	May	1943	unknown	unknown	unknown	Boat	Minor injury	unknown
AUSTRALIA	Tasmania	Triabunna	Apr	1943	unknown	M	18	Boat	Minor injury	White shark, 3.9 m, 550 kg, male
CENTRAL PACIFIC	unknown	68 miles east of Wallis Island	Apr	1943	unknown	M	26	Sea Disaster	No details	unknown
CENTRAL PACIFIC	unknown	68 miles east of Wallis Island	Apr	1943	unknown	M	unknown	Sea Disaster	Lethal	unknown
AUSTRALIA	Queensland	Off Brisbane	Mar	1943	After 04h00	M	F	Sea Disaster	Lethal	unknown
INDIAN OCEAN	unknown	unknown	Mar	1943	unknown	M	unknown	Sea Disaster	Limbs bitten	Blue shark
SOUTH AFRICA	KwaZulu-Natal	North Beach, Durban	Mar	1943	16h10	M	31	Unprovoked	Lethal	unknown
SIERRA LEONE	unknown	unknown	Feb	1943	unknown	unknown	unknown	Sea Disaster	Lethal	unknown
BRAZIL	unknown	Near the Abrolhos Archipelago 	Feb	1943	19h00	unknown	unknown	Sea Disaster	Lethal	unknown
PAPUA NEW GUINEA	Morobe Province	 Huon Gulf	Feb	1943	unknown	unknown	unknown	Sea Disaster	Lethal	unknown
PACIFIC OCEAN	Northwest of Papua New Guinea	unknown	Jan	1943	unknown	M	unknown	Sea Disaster	Lethal	unknown
MEXICO	Veracruz	Villa del Mar Beach, Veracruz	Jan	1943	unknown	unknown	unknown	Unprovoked	Lethal	unknown
SOLOMON ISLANDS	unknown	Guadalcanal	Jan	1943	unknown	M	unknown	Unprovoked	Severe	unknown
IRAQ	unknown	River Tigris	Jan	1943	unknown	M	22	Unprovoked	Limbs bitten	unknown
USA	Hawaii	Midway, Northwestern Hawaiian Islands	unknown	1943	unknown	M	unknown	Unprovoked	No details	unknown
AUSTRALIA	New South Wales	Bantry Bay, near Ironstone Point, Middle Harbor, Sydney	Dec	1942	10h50	F	15	Unprovoked	Lethal	Bull shark
SOUTH AFRICA	KwaZulu-Natal	50 km off St. Lucia	Nov	1942	09h30	M	unknown	Sea Disaster	Lethal	1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks
SOUTH AFRICA	KwaZulu-Natal	Umkomaas	Dec	1942	unknown	M	38	Unprovoked	Limbs bitten	unknown
SOLOMON ISLANDS	unknown	Battle of Guadalcanal	Nov	1942	unknown	M	19	Sea Disaster	Limbs bitten	unknown
INDIAN OCEAN	unknown	Bound from Cape Town for St. Helena	Nov	1942	unknown	M	unknown	Sea Disaster	Lethal	unknown
SOLOMON ISLANDS	unknown	Off Guadalcanal	Nov	1942	unknown	M	unknown	Sea Disaster	Minor injury	unknown
SOLOMON ISLANDS / VANUATU	unknown	North of Guadalcanal, Solomon Islands while enroute to Vanuatu	Nov	1942	11h01 -time of ship sinking	M	unknown	Sea Disaster	Puncture wounds	unknown
SOLOMON ISLANDS	unknown	Off Savo Island	Sep	1942	unknown	M	unknown	Sea Disaster	Lethal	unknown
SOUTH AFRICA	Western Cape Province	Clifton	Jul	1942	12h30	M	18	Unprovoked	Lethal	"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses"
PACIFIC OCEAN	Between Hawaii and U.S.A.	unknown	Jul	1942	unknown	M	unknown	Provoked	Minor injury	unknown
unknown	Off South American coast	unknown	Jun	1942	unknown	M	unknown	Sea Disaster	Lethal	unknown
SOLOMON ISLANDS	Makora-Ulawa Province	Cape Esperance (near Savo Islands)	Apr	1942	unknown	M	25	Sea Disaster	Lacerations	unknown
ATLANTIC OCEAN	04.05N-13.23W	unknown	Apr	1942	unknown	unknown	unknown	Sea Disaster	No details	unknown
ATLANTIC OCEAN	unknown	360 miles north of Ascension Island	Apr	1942	unknown	M	unknown	Sea Disaster	Lacerations	unknown
AUSTRALIA	Queensland	Trinity Beach, 17 km northwast of Cairns	Apr	1942	16h30	M	24	Unprovoked	Severe	Tiger shark, 2.4 m to 3 m [8' to 10'] 
SOUTHWEST PACIFIC OCEAN	unknown	Southwestern Pacific Base	Apr	1942	unknown	M	unknown	Sea Disaster	Lethal	Tiger shark & others
SOLOMON ISLANDS	unknown	unknown	Mar	1942	unknown	M	unknown	Sea Disaster	Lacerations	unknown
ATLANTIC OCEAN	unknown	unknown	Feb	1942	unknown	M	32	Sea Disaster	Lethal	unknown
ITALY	Liguria	Savona	Feb	1942	unknown	M	20	Provoked	Limbs bitten	Porbeagle shark
BAY OF BENGAL	unknown	unknown	Feb	1942	unknown	M	unknown	Sea Disaster	Lethal	unknown
USA	Midway Atoll	unknown	Jan	1942	unknown	M	unknown	Unprovoked	No details	unknown
unknown	300 miles east of St. Thomas (Virgin Islands)	unknown	Jan	1942	unknown	M	unknown	Unprovoked	Lacerations	unknown
AUSTRALIA	Queensland	Great Barrier Reef, off Cairns	May	1942	unknown	M	unknown	Unprovoked	Lacerations	unknown
CUBA	Guantanamo Province	30 nm southeast of Guantanamo Bay	Nov	1942	Ship aban-doned at 03h10	M	unknown	Sea Disaster	Minor injury	unknown
AUSTRALIA	New South Wales	Fairy Bower	Oct	1942	unknown	unknown	unknown	Boat	Limbs bitten	unknown
AUSTRALIA	New South Wales	Egg Rock, Middle Harbor, Sydney	Oct	1942	15h00	F	28	Unprovoked	Lethal	Bull shark, 4 m [13'] 
AUSTRALIA	New South Wales	Fairy Bower, near North Steyne	Jul	1942	unknown	M	unknown	Provoked	Limbs bitten	3 m [10'] shark
INDONESIA	East Java	Surabaya	May	1942	unknown	M	unknown	Sea Disaster	No details	unknown
AUSTRALIA	Tasmania	Off Big Friar Island	May	1942	unknown	M	unknown	Boat	Minor injury	unknown
PHILIPPINES	Camiguin Island	2 kilometres off Sagay	Apr	1942	unknown	M	unknown	Unprovoked	Lethal	unknown
SOUTH AFRICA	Western Cape Province	Simon’s Bay	Apr	1942	unknown	unknown	unknown	Boat	Minor injury	unknown
SOUTH AFRICA	Western Cape Province	Simon's Bay	Mar	1942	unknown	unknown	unknown	Boat	Minor injury	Said to involve a 6.5 m [21.5'] shark
BAHAMAS	Cay Sal Bank	Anchored off the largest island in the group	Feb	1942	Late afternoon	M	48	Unprovoked	Minor injury	1.2 m to 1.5 m [4' to 5'] shark
unknown	unknown	unknown	Feb	1942	unknown	M	unknown	Sea Disaster	Lethal	unknown
MID-PACIFC OCEAN	(Southwestern Pacific)	unknown	Feb	1942	unknown	M	unknown	Sea Disaster	Lacerations	unknown
SOUTHWEST PACIFIC OCEAN	unknown	unknown	Jan	1942	unknown	M	unknown	Sea Disaster	Minor injury	Said to be “leopard sharks”, more probably tiger sharks
unknown	unknown	unknown	Jan	1942	unknown	M	unknown	Boat	Minor injury	unknown
PANAMA	Panama City	Bella Vista Beach	Jan	1942	unknown	M	unknown	Unprovoked	Lethal	unknown
SOUTH ATLANTIC OCEAN	unknown	unknown	Dec	1941	unknown	unknown	unknown	Sea Disaster	Lethal	Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks
AUSTRALIA	Western Australia	Carnarvon	Dec	1941	Night	M	10	Unprovoked	Limbs bitten	unknown
SOUTH ATLANTIC OCEAN	Off Libya	unknown	Dec	1941	unknown	M	23	Sea Disaster	Severe	Tiger shark
SOUTH ATLANTIC OCEAN	Off Libya	unknown	Nov	1941	unknown	M	unknown	Sea Disaster	Lacerations	Tiger shark
SOUTH ATLANTIC OCEAN	North of Pernambuco, Brazil	unknown	Oct	1941	unknown	unknown	unknown	Sea Disaster	Lethal	unknown
AUSTRALIA	Western Australia	Shark Bay	Oct	1941	unknown	M	unknown	Sea Disaster	Limbs bitten	unknown
CARIBBEAN SEA	unknown	125 nm north of Aruba	Oct	1941	Night	M	unknown	Unprovoked	Lethal	unknown
USA	New York	Montauk	Sep	1941	unknown	unknown	unknown	Provoked	Lacerations	unknown
USA	South Carolina	Sullivan's Island at entrance to Charleston Harbor	Jul	1941	unknown	M	20	Unprovoked	Lacerations	unknown
USA	New Jersey	Brielle, Monmouth County (Offshore)	Jul	1941	12h00	unknown	unknown	Boat	Limbs bitten	Mako shark
USA	Hawaii	Nankuli, O'ahu	Jul	1941	unknown	M	unknown	Provoked	Limbs bitten	100-lb shark
USA	New York	15 miles south of Jones Inlet	May	1941	14h00	M	43	Provoked	Limbs bitten	2.1 m [7'] shark
PACIFIC OCEAN	Off coast of Ecuador	Between Esmeraldas & Salinas	Apr	1941	17h30	M	unknown	Sea Disaster	No details	unknown
SOUTH ATLANTIC OCEAN	unknown	750 miles off the African coast	Apr	1941	unknown	M	unknown	Sea Disaster	Severe	unknown
USA	California	Santa Monica, Los Angeles County	Mar	1941	Night	M	53	Provoked	Limbs bitten	Mako shark (aka bonito shark) 1.2 m [4'] 
AUSTRALIA	New South Wales	Wollongong	Jan	1941	unknown	M	34	Provoked	Lacerations	unknown
JAMAICA	Trelawney Province	Bogue (near Falmouth)	Jan	1941	07h30	M	unknown	Provoked	Limbs bitten	unknown
SOUTH ATLANTIC OCEAN	In Convoy OB 274	Off Sierra Leone	unknown	1941	19h55	M	19	Unprovoked	No details	unknown
ATLANTIC OCEAN	unknown	unknown	Jan	1941	unknown	M	unknown	Sea Disaster	Lethal	unknown
SOLOMON ISLANDS	New Georgia	Munda	unknown	1941	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
IRAN	Khuzestan Province	Ahvaz, on the Karun River	unknown	1941	Early morning	M	unknown	Unprovoked	Lethal	unknown
IRAN	Khuzestan Province	Ahvaz, on the Karun River	Nov	1941	unknown	M	unknown	Unprovoked	Lethal	unknown
IRAN	Khuzestan Province	Ahvaz, on the Karun River	Nov	1941	unknown	M	unknown	Unprovoked	Severe	unknown
IRAN	Khuzestan Province	Ahvaz, on the Karun River	Nov	1941	unknown	M	6	Unprovoked	Lethal	unknown
IRAN	Khuzestan Province	Ahvaz, on the Karun River	Sep	1941	unknown	M	unknown	Unprovoked	Lethal	unknown
PAPUA NEW GUINEA	unknown	Gaire Village, between Rigo & Port Moresby	Sep	1941	unknown	M	14	Unprovoked	Limbs bitten	unknown
AUSTRALIA	New South Wales	Stockton Beach, Newcastle	Aug	1940	09h00	M	23	Unprovoked	Lethal	unknown
SOUTH AFRICA	KwaZulu-Natal	Inyoni Rocks, South Coast	May	1940	10h00	M	17	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Double Island Beach	Mar	1940	unknown	M	unknown	Unprovoked	Minor injury	unknown
AUSTRALIA	Northern Territory	Darwin	Mar	1940	unknown	M	unknown	Provoked	Lacerations	unknown
PANAMA	Panama Bay (Pacific Ocean)	Otoque Island	Mar	1940	unknown	M	18	Unprovoked	Lethal	5.5 m [18'] shark
USA	South Carolina	Folly Beach, Charleston County	Jan	1940	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
USA	South Carolina	Folly Beach, Charleston County	Jan	1940	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
USA	North Carolina	Holden Beach, Brunswick County	Jun	1940	unknown	M	unknown	Unprovoked	Lacerations	3 m [10'] shark
SOUTH AFRICA	KwaZulu-Natal	Danger Pool, Winkelspruit, South Coast	Nov	1940	11h00	M	25	Unprovoked	Lethal	White shark, species identity confirmed by tooth pattern
AUSTRALIA	New South Wales	Gerringong	Nov	1940	unknown	M	unknown	Unprovoked	Minor injury	Wobbegong shark
SOUTH AFRICA	KwaZulu-Natal	Inyoni Rocks, South Coast	Nov	1940	16h30	M	17	Unprovoked	Lethal	White shark, 160-kg [353-lb], identity confirmed by tooth pattern
AUSTRALIA	New South Wales	Sydney Harbour	Oct	1940	15h30	unknown	unknown	Boat	Minor injury	unknown
AUSTRALIA	New South Wales	North Brighton, Botany Bay	Oct	1940	14h00	M	55	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Brisbane River	Jul	1940	unknown	M	17	Unprovoked	Minor injury	"""a small shark"""
AUSTRALIA	New South Wales	North Brighton, Botany Bay	Jul	1940	10h40	M	13	Unprovoked	Lethal	3 m [10'] shark
AUSTRALIA	Queensland	Surfers Paradise, near Southport	Jul	1940	Afternoon	M	22	Unprovoked	Lacerations	unknown
SOUTH AFRICA	KwaZulu-Natal	Warner Beach, South Coast	Jun	1940	16h00	M	18	Unprovoked	Lethal	2.4 m [8'] shark
AUSTRALIA	Queensland	Malagil, Barrier Reef	Apr	1940	unknown	M	unknown	Unprovoked	Lacerations	unknown
SLOVENIA	Adriatic Sea	Koper	Apr	1940	unknown	unknown	unknown	Boat	No injury	 White shark
NEW GUINEA	Bwagaoia	Bagalina, North coast Misima Island	Mar	1940	unknown	F	unknown	Unprovoked	Lethal	unknown
PAPUA NEW GUINEA	Western Papuan Gulf	Kerema 	Mar	1940	unknown	unknown	unknown	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Queensland	Rubbish Dump Creek, Mackay	Dec	1939	12h15	M	20	Unprovoked	Lethal	2.6 m [8.5'] shark landed 2 hours later
AUSTRALIA	New South Wales	Wollongong	Dec	1939	unknown	unknown	unknown	Boat	Minor injury	Blue pointer, 16'
AUSTRALIA	New South Wales	Maroubra	Nov	1939	unknown	unknown	unknown	Provoked	Limbs bitten	whaler shark
AUSTRALIA	New South Wales	Wollongong	Oct	1939	unknown	unknown	unknown	Boat	No details	unknown
AUSTRALIA	New South Wales	Wollongong	Oct	1939	unknown	unknown	unknown	Boat	No details	unknown
SAMOA	unknown	unknown	Aug	1939	unknown	M	unknown	Unprovoked	Lethal	unknown
AUSTRALIA	Queensland	Near Restoration Rock off Portland Roads 	Jul	1939	unknown	M	27	Unprovoked	Lacerations	Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds
USA	Hawaii	Kane'ohe Bay, Mokapu, O'ahu	Jun	1939	unknown	M	unknown	Unprovoked	Limbs bitten	1.5 m [5'] shark
AUSTRALIA	Torres Strait 	Near Mabuiag Island	Jun	1939	unknown	M	unknown	Unprovoked	Limbs bitten	Tiger shark
USA	California	Off San Pedro, Los Angeles County	May	1939	unknown	M	33	Provoked	Limbs bitten	unknown
