case_number,date,year,country,sex,age,fatal,provoked,season
1946.01.24.b,24-Jan-46,1946,SOUTH AFRICA,M,15.0,0,0,Winter
1946.01.24.a,24-Jan-46,1946,SOUTH AFRICA,M,,0,0,Winter
1946.01.17,17-Jan-46,1946,AUSTRALIA,M,12.0,0,0,Winter
1946.01.07,07-Jan-46,1946,SOUTH AFRICA,M,18.0,0,0,Winter
1946.01.05,05-Jan-46,1946,AUSTRALIA,F,14.0,1,0,Winter
1946.01.01,01-Jan-46,1946,SOUTH AFRICA,M,24.0,0,0,Winter
1946.00.00.c,1946,1946,SOUTH AFRICA,,,0,,
1946.00.00.b,1946,1946,SOUTH AFRICA,,,0,,
1946.00.00.a,1946,1946,PERSIAN GULF,F,,0,0,
1945.09.23,23-Sep-45,1945,HONG KONG,M,,1,0,Summer
1945.09.19,19-Sep-45,1945,OKINAWA,M,20.0,0,0,Summer
1945.09.16,16-Sep-45,1945,JAPAN,M,,1,0,Summer
1945.09.06,06-Sep-45,1945,IRAN,M,13.0,0,0,Summer
1945.08.19,19-Aug-45,1945,IRAN / IRAQ,M,,0,0,Summer
1945.08.06,06-Aug-45,1945,USA,,,1,0,Summer
1945.07.30,30-Jul-45,1945,PHILIPPINES,,,1,0,Summer
1945.07.00,Jul-45,1945,JAVA,,,1,0,Summer
1945.06.15,15-Jun-45,1945,AUSTRALIA,M,,1,0,Spring
1945.05.08,08-May-45,1945,USA,M,,1,0,Spring
1945.03.06,06-Mar-45,1945,SOUTH AFRICA,M,37.0,0,0,Winter
1945.02.05,05-Feb-45,1945,ISRAEL,M,,0,0,Winter
1945.00.00.d,1945,1945,JAMAICA,M,,0,0,
1945.00.00.c,1945,1945,CUBA,M,,1,0,
1945.00.00.b,1945,1945,PANAMA,F,,0,0,
1945.00.00.a,1945,1945,IRAQ,M,15.0,0,0,
1944.12.18,Between 18 & 22-Dec 1944,1944,PHILIPPINES,M,19.0,0,0,Autnum
1944.12.02,02-Dec-44,1944,USA,,,0,1,Autnum
1944.11.08,08-Nov-44,1944,SIERRA LEONE,M,18.0,1,0,Autnum
1944.11.01,01-Nov-44,1944,AUSTRALIA,M,,1,,Autnum
1944.10.26.b,26-Oct-44,1944,PHILIPPINES,M,,1,0,Autnum
1944.10.26.a,26-Oct-44,1944, PHILIPPINES,M,,1,0,Autnum
1944.10.25.b,25-Oct-44,1944,PHILIPPINES,M,,1,0,Autnum
1944.10.25.a,25-Oct-44,1944,PHILIPPINES,M,,0,0,Autnum
1944.10.24,24-Oct-44,1944,,M,,1,0,Autnum
1944.10.23.R,Reported 23-Oct-1944,1944,AUSTRALIA,,,0,,Autnum
1944.09.03,03-Sep-44,1944,USA,M,13.0,0,0,Summer
1944.09.00,Sep-44,1944,,M,,1,0,Summer
1944.08.20,20-Aug-44,1944,SOUTH AFRICA,M,19.0,1,0,Summer
1944.07.22,22-Jul-144,1944,SOUTH AFRICA,M,17.0,1,0,Summer
1944.06.23,23-Jun-44,1944,,M,,0,,Spring
1944.05.31,31-May-44,1944,USA,F,15.0,0,0,Spring
1944.05.24.R,Reported 24-May-1944,1944,SAMOA,,,0,0,Spring
1944.05.04,04-May-44,1944,PANAMA,M,,1,0,Spring
1944.04.00,Apr-44,1944,NICARAGUA,,,1,0,Spring
1944.03.26.b,26-Mar-44,1944,SOUTH AFRICA,M,18.0,0,0,Winter
1944.03.26.a,26-Mar-44,1944,SOUTH AFRICA,M,23.0,1,0,Winter
1944.03.14,14-Mar-44,1944,SOUTH AFRICA,M,16.0,0,0,Winter
1944.02.27,27-Feb-44,1944,SOUTH AFRICA,M,,0,0,Winter
1944.02.18,18-Feb-44,1944,INDIA,M,12.0,1,0,Winter
1944.01.20,20-Jan-44,1944,SOUTH AFRICA,M,22.0,1,0,Winter
1944.01.16,16-Jan-44,1944,AUSTRALIA,M,,0,,Winter
1944.01.14,14-Jan-44,1944,AUSTRALIA,M,14.0,0,0,Winter
1944.01.04,04-Jan-44,1944,SOUTH AFRICA,M,26.0,1,0,Winter
1944.00.00.c,Some time between Apr & Nov-1944,1944,,M,,1,0,Spring
1944.00.00.b,1944,1944,ITALY,M,,1,0,
1944.00.00.a,1944,1944,NEW GUINEA,M,,1,0,
1943.12.12,12-Dec-43,1943,SOUTH AFRICA,M,17.0,1,0,Autnum
1943.12.04,04-Dec-43,1943,USA,M,,1,0,Autnum
1943.11.21,21-Nov-43,1943,SOUTH AFRICA,M,,0,0,Autnum
1943.11.11,11-Nov-43,1943,,M,,1,0,Autnum
1943.10.26,26-Oct-43,1943,USA,M,,0,,Autnum
1943.09.23,23-Sep-43,1943,PANAMA,M,20.0,1,0,Summer
1943.08.00,Aug-43,1943,ITALY,M,,0,0,Summer
1943.07.18,18-Jul-43,1943,USA,M,,1,0,Summer
1943.07.00.b,Jul-43,1943,PORTUGAL,,,0,,Summer
1943.07.00.a,Jul-43,1943,MEXICO,M,68.0,0,,Summer
1943.06.16,16-Jun-43,1943,AUSTRALIA,M,18.0,0,,Spring
1943.05.27,27-May-43,1943,,M,,0,,Spring
1943.05.17.b,17-May-43,1943,CENTRAL PACIFIC,M,26.0,0,0,Spring
1943.05.17.a,17-May-43,1943,CENTRAL PACIFIC,M,,1,0,Spring
1943.05.14,14-May-43,1943,AUSTRALIA,M,,1,0,Spring
1943.05.01.R,Reported 01-May-1943,1943,,M,,0,0,Spring
1943.04.05,05-Apr-43,1943,USA,M,,1,,Spring
1943.03.21,21-Mar-43,1943,SOUTH AFRICA,M,31.0,1,0,Winter
1943.03.14,14-Mar-43,1943,SIERRA LEONE,,,1,0,Winter
1943.03.02.b,02-Mar-43,1943,BRAZIL,,,1,0,Winter
1943.03.02.a,02-Mar-1943 to 07-Mar-1943,1943,PAPUA NEW GUINEA,,,1,0,Winter
1943.01.26,26-Jan-43,1943,,M,,1,0,Winter
1943.00.00.f,Summer 1943,1943,MEXICO,,,1,0,
1943.00.00.e,1943,1943,SOLOMON ISLANDS,M,,0,0,
1943.00.00.d,1943,1943,IRAQ,M,22.0,0,0,
1943.00.00.c,Fall 1943,1943,USA,M,,0,0,
1943.00.00.b,Fall 1943,1943,USA,M,,0,0,
1943.00.00.a,1943,1943,USA,M,,,0,
1942.12.26,26-Dec-42,1942,AUSTRALIA,F,15.0,1,0,Autnum
1942.11.28,28-Nov-42,1942,SOUTH AFRICA,M,,1,0,Autnum
1942.11.25,25-Nov-42,1942,SOUTH AFRICA,M,38.0,0,0,Autnum
1942.11.16,16-Nov-42,1942,SOLOMON ISLANDS,M,19.0,0,0,Autnum
1942.11.21,21-Nov-42,1942,,M,,1,0,Autnum
1942.11.13.c,13-Nov-42,1942,SOLOMON ISLANDS,M,,0,0,Autnum
1942.11.13.b,13-Nov-42,1942,SOLOMON ISLANDS / VANUATU,M,,1,0,Autnum
1942.11.13.a,12-Nov-42,1942,SOLOMON ISLANDS,M,,1,0,Autnum
1942.11.01,01-Nov-42,1942,SOUTH AFRICA,M,18.0,1,0,Autnum
1942.11.00.b,Nov-42,1942,,M,,0,1,Autnum
1942.11.00.a,Nov-42,1942,,M,,1,0,Autnum
1942.10.12,12-Oct-42,1942,SOLOMON ISLANDS,M,25.0,0,0,Autnum
1942.09.30,30-Sep-42,1942,,,,0,0,Summer
1942.09.12.b,12-Sep-42,1942,,M,,0,0,Summer
1942.09.12.a,12-Sep-42,1942,AUSTRALIA,M,24.0,0,0,Summer
1942.09.11,11-Sep-1942 to 16-Sep-1942,1942,,M,,1,0,Summer
1942.08.08,08-Aug-42,1942,SOLOMON ISLANDS,M,,0,0,Summer
1942.07.12,12-Jul-42,1942,,M,32.0,1,0,Summer
1942.07.06,06-Jul-42,1942,ITALY,M,20.0,0,1,Summer
1942.06.11.R,Reported 11-Jun-1942,1942,BAY OF BENGAL,M,,1,0,Spring
1942.06.08.R,Reported 08-Jun-1942,1942,BRAZIL,M,,1,,Spring
1942.06.04,04-Jun-42,1942,USA,M,,0,0,Spring
1942.06.00,Jun-42,1942,,M,,0,0,Spring
1942.05.09,09-May-42,1942,AUSTRALIA,M,,0,0,Spring
1942.04.05,05-Apr-42,1942,,,,1,,Spring
1942.03.08,08-Mar-42,1942,CUBA,M,,1,0,Winter
1942.03.04,04-Mar-42,1942,AUSTRALIA,M,18.0,1,,Winter
1942.01.18,18-Jan-42,1942,AUSTRALIA,,,0,,Winter
1942.01.04,04-Jan-42,1942,AUSTRALIA,F,28.0,1,0,Winter
1942.01.00,Jan-42,1942,AUSTRALIA,M,,0,1,Winter
1942.00.00.k,1942,1942,INDONESIA,M,,1,0,
1942.00.00.j,Winter 1942,1942,AUSTRALIA,M,,0,,
1942.00.00.i,Summer 1942,1942,PHILIPPINES,M,,1,0,
1942.00.00.h,1942,1942,SOUTH AFRICA,,,0,,
1942.00.00.g,1942,1942,SOUTH AFRICA,,,0,,
1942.00.00.f,1942,1942,BAHAMAS,M,48.0,0,0,
1942.00.00.e,1942,1942,,M,,1,0,
1942.00.00.d,1942,1942,,M,,0,0,
1942.00.00.c,1942,1942,,M,,0,0,
1942.00.00.b,1942,1942,,M,,0,,
1942.00.00.a,1942,1942,PANAMA,M,,1,0,
1941.12.07,07-Dec-41,1941,,,,1,0,Autnum
1941.12.03,03-Dec-41,1941,AUSTRALIA,M,10.0,0,0,Autnum
1941.11.27.b,27-Nov-41,1941,,M,23.0,0,0,Autnum
1941.11.27.a,27-Nov-41,1941,,M,,0,0,Autnum
1941.11.24,25-Nov-41,1941,,,,1,0,Autnum
1941.11.19,19-Nov-41,1941,AUSTRALIA,M,,0,0,Autnum
1941.09.25,25-Sep-41,1941,,M,,1,0,Summer
1941.08.21.R,Reported 21-Aug-1941,1941,USA,,,0,1,Summer
1941.08.05,05-Aug-41,1941,AUSTRALIA,M,,1,,Summer
1941.08.01,01-Aug-41,1941,USA,M,20.0,0,0,Summer
1941.07.22,22-Jul-41,1941,USA,,,0,,Summer
1941.07.01,01-Jul-41,1941,USA,M,,0,1,Summer
1941.06.15,15-Jun-41,1941,USA,M,43.0,0,1,Spring
1941.06.00,Jun-41,1941,,M,,1,0,Spring
1941.03.24,24-Mar-41,1941,,M,,0,0,Winter
1941.03.09,09-Mar-41,1941,USA,M,53.0,0,1,Winter
1941.02.13.,13-Feb-41,1941,AUSTRALIA,M,34.0,0,1,Winter
1941.02.01,01-Feb-41,1941,JAMAICA,M,,0,1,Winter
1941.01.29,29-Jan-41,1941,,M,19.0,0,0,Winter
1941.01.00,Jan-41,1941,,M,,1,0,Winter
1941.00.00.h,1941,1941,SOLOMON ISLANDS,M,,0,0,
1941.00.00.f,1941,1941,IRAN,M,,1,0,
1941.00.00.e,1941,1941,IRAN,M,,1,0,
1941.00.00.d,1941,1941,IRAN,M,,0,0,
1941.00.00.c,1941,1941,IRAN,M,6.0,1,0,
1941.00.00.b,1941,1941,IRAN,M,,1,0,
1941.00.00.a,1941,1941,PAPUA NEW GUINEA,M,14.0,0,0,
1940.12.28,28-Dec-40,1940,AUSTRALIA,M,23.0,1,0,Autnum
1940.12.20,20-Dec-40,1940,SOUTH AFRICA,M,17.0,1,0,Autnum
1940.12.19.R,Reported 19-Dec-1940,1940,AUSTRALIA,M,,0,0,Autnum
1940.12.10,10-Dec-40,1940,AUSTRALIA,M,,0,1,Autnum
1940.09.00,Sep-40,1940,PANAMA,M,18.0,1,0,Summer
1940.07.13.b,13-Jul-40,1940,USA,M,,0,0,Summer
1940.07.13.a,13-Jul-40,1940,USA,M,,0,0,Summer
1940.06.30,30-Jun-40,1940,USA,M,,0,0,Spring
1940.03.31,31-Mar-40,1940,SOUTH AFRICA,M,25.0,1,0,Winter
1940.03.20,20-Mar-40,1940,AUSTRALIA,M,,0,0,Winter
1940.02.22,22-Feb-40,1940,SOUTH AFRICA,M,17.0,1,0,Winter
1940.02.20,20-Feb-40,1940,AUSTRALIA,,,0,,Winter
1940.02.04,04-Feb-40,1940,AUSTRALIA,M,55.0,1,0,Winter
1940.01.29,29-Jan-40,1940,AUSTRALIA,M,17.0,0,0,Winter
1940.01.23,23-Jan-40,1940,AUSTRALIA,M,13.0,1,0,Winter
1940.01.15,15-Jan-40,1940,AUSTRALIA,M,22.0,0,0,Winter
1940.01.07,07-Jan-40,1940,SOUTH AFRICA,M,18.0,1,0,Winter
1940.01.01,01-Jan-40,1940,AUSTRALIA,M,,0,0,Winter
1940.00.00.f,Ca. 1940,1940,SLOVENIA,,,0,,
1940.00.00.e,1940,1940,NEW GUINEA,F,,1,0,
1940.00.00.d,1940,1940,PAPUA NEW GUINEA,,,0,0,
1940.00.00.c,1940,1940,SOUTH AFRICA,,,,,
1940.00.00.b,1940,1940,SOUTH AFRICA,F,,1,,
1940.00.00.a,1940,1940,SOUTH AFRICA,F,,0,,
1939.12.28,28-Dec-39,1939,AUSTRALIA,M,40.0,0,,Autnum
1939.12.14,14-Dec-39,1939,AUSTRALIA,M,20.0,1,0,Autnum
1939.11.23,23-Nov-39,1939,AUSTRALIA,,,0,,Autnum
1939.11.11,11-Nov-39,1939,AUSTRALIA,,,0,1,Autnum
1939.11.09,09-Nov-39,1939,AUSTRALIA,,,,,Autnum
1939.11.06,06-Nov-39,1939,AUSTRALIA,,,,,Autnum
1939.11.02.R,Reported 02-Nov-1939,1939,SAMOA,M,,1,0,Autnum
1939.10.25.R,Reported 25-Oct-1939,1939,AUSTRALIA,M,27.0,0,0,Autnum
1939.10.04,04-Oct-39,1939,USA,M,,0,0,Autnum
1939.09.27.R,Reported 27-Sep-1939,1939,AUSTRALIA,M,,0,0,Summer
1939.08.01,01-Aug-39,1939,USA,M,33.0,0,1,Summer
1939.07.18,18-Jul-39,1939,,,3.0,1,0,Summer
1939.07.16,16-Jul-39,1939,BAHAMAS,M,38.0,0,1,Summer
1939.07.14,14-Jul-39,1939,USA,M,,0,1,Summer
1939.05.03,03-May-39,1939,USA,M,,1,0,Spring
1939.04.12.R,12-Apr-39,1939,PAPUA NEW GUINEA,M,9.0,1,0,Spring
1939.03.24,24-Mar-39,1939,PAPUA NEW GUINEA,M,,1,0,Winter
1939.02.26,26-Feb-39,1939,NEW ZEALAND,M,,0,1,Winter
1939.01.12,12-Jan-39,1939,AUSTRALIA,M,,0,0,Winter
1939.00.00.e,Woirld War II,1939,SRI LANKA,F,,0,0,
1939.00.00.d,Ca. 1939,1939,BAHAMAS,,,0,,
1939.00.00.c,1939,1939,VENEZUELA,M,,1,0,
1939.00.00.b,1939,1939,CURACAO,M,,0,0,
1939.00.00.a,1939,1939,PAPUA NEW GUINEA,M,,1,0,
1938.12.27,27-Dec-38,1938,AUSTRALIA,M,19.0,1,0,Autnum
1938.10.05,05-Oct-38,1938,AUSTRALIA,M,18.0,0,1,Autnum
1938.08.29,29-Aug-38,1938,CHINA,M,,1,0,Summer
1938.08.18,18-Aug-38,1938,USA,M,,0,1,Summer
1938.07.18,18-Jul-38,1938,USA,M,,0,0,Summer
1938.07.17.R,Reported 17-Jul-1938,1938,TURKEY,M,,0,1,Summer
1938.07.17,17-Jul-38,1938,USA,M,27.0,0,1,Summer
1938.07.12,12-Jul-38,1938,AUSTRALIA,M,25.0,1,0,Summer
1938.06.17,17-Jun-38,1938,NICARAGUA,,,1,0,Spring
1938.06.08,08-Jun-38,1938,AUSTRALIA,M,,0,0,Spring
1938.05.26,26-May-38,1938,COSTA RICA,M,,1,0,Spring
1938.05.15,15-May-38,1938,IRAQ,M,,0,0,Spring
1938.05.02.R,Reported 02-May-1938,1938,INDIA,,,1,0,Spring
1938.03.21.R,Reported 21-Mar-1938,1938,FIJI,M,,0,0,Winter
1938.03.08,08-Mar-38,1938,AUSTRALIA,M,,0,0,Winter
1938.01.21,21-Jan-38,1938,AUSTRALIA,M,,0,1,Winter
1938.01.18,18-Jan-38,1938,SOUTH AFRICA,M,13.0,0,1,Winter
1938.01.14,14-Jan-38,1938,AUSTRALIA,M,24.0,0,0,Winter
1938.01.02,02-Jan-38,1938,AUSTRALIA,M,,0,0,Winter
1938.00.00.e.R,Reported 1938,1938,EGYPT,M,,1,0,
1938.00.00.d,1938,1938,TRINIDAD & TOBAGO,M,50.0,0,0,
1938.00.00.c,1938,1938,USA,M,,0,1,
1938.00.00.b,1938,1938,AUSTRALIA,M,17.0,0,0,
1938.00.00.a,1938,1938,SOUTH AFRICA,M,,0,0,
1937.11.13,13-Nov-37,1937,USA,M,,1,0,Autnum
1937.11.11,11-Nov-37,1937,AUSTRALIA,M,17.0,1,0,Autnum
1937.11.06.R,Reported 06-Nov-1937,1937,SOLOMON ISLANDS,M,,1,0,Autnum
1937.10.27.b,27-Oct-37,1937,AUSTRALIA,M,25.0,1,0,Autnum
1937.10.27.a,27-Oct-37,1937,AUSTRALIA,M,18.0,1,0,Autnum
1937.10.24.c,24-Oct-37,1937,AUSTRALIA,M,16.0,0,0,Autnum
1937.10.24.a,24-Oct-37,1937,AUSTRALIA,M,,0,0,Autnum
1937.09.26.R,Reported 26-Sep-t937,1937,CROATIA,M,,0,1,Summer
1937.09.12,12-Sep-37,1937,SCOTLAND,,,0,,Summer
1937.09.11,11-Sep-37,1937,SCOTLAND,,,0,,Summer
1937.09.01,01-Sep-37,1937,SCOTLAND,M,,0,0,Summer
1937.08.31,31-Aug-37,1937,AUSTRALIA,M,38.0,0,0,Summer
1937.08.16,16-Aug-37,1937,TURKEY,M,,0,,Summer
1937.08.02,02-Aug-37,1937,PANAMA,M,21.0,1,0,Summer
1937.07.16.R,Reported 16-Jul-1937,1937,AUSTRALIA,M,,1,0,Summer
1937.07.06,07-Jul-37,1937,ITALY,,,0,,Summer
1937.06.28.R,Reported 28-Jun-1937,1937,GREECE,,,1,0,Spring
1937.06.15.b,15-Jun-37,1937,AUSTRALIA,M,,0,1,Spring
1937.06.15,    15-Jun-1937,1937,USA,M,14.0,1,0,Spring
1937.05.30,30-May-37,1937,USA,M,,0,1,Spring
1937.05.15,15-May-37,1937,AUSTRALIA,M,33.0,1,0,Spring
1937.03.26,26-Mar-37,1937,AUSTRALIA,M,16.0,0,,Winter
1937.03.09,09-Mar-37,1937,AUSTRALIA,M,43.0,1,,Winter
1937.02.13,13-Feb-37,1937,AUSTRALIA,M,32.0,1,0,Winter
1937.02.11,11-Feb-37,1937,AUSTRALIA,,,0,0,Winter
1937.02.04,04-Feb-37,1937,AUSTRALIA,,,0,,Winter
1937.02.03,03-Feb-37,1937,AUSTRALIA,M,20.0,0,1,Winter
1937.02.02,1937,1937,AUSTRALIA,M,,1,,
1937.01.27,27-Jan-37,1937,AUSTRALIA,M,18.0,0,1,Winter
1937.00.00,1937,1937,AUSTRALIA,M,,0,0,
1936.12.30,30-Dec-36,1936,USA,M,,0,0,Autnum
1936.12.19,19-Dec-36,1936,AUSTRALIA,,,0,,Autnum
1936.12.15,15-Dec-36,1936,AUSTRALIA,,,0,1,Autnum
1936.12.12,12-Dec-36,1936,AUSTRALIA,M,15.0,1,0,Autnum
1936.12.01,01-Dec-36,1936,AUSTRALIA,M,50.0,1,,Autnum
1936.11.27,27-Nov-36,1936,AUSTRALIA,M,,0,1,Autnum
1936.09.04,04-Sep-36,1936,USA,M,,0,0,Summer
1936.08.24,24-Aug-36,1936,AUSTRALIA,M,,0,0,Summer
1936.08.11,11-Aug-36,1936,CANADA,,,0,1,Summer
1936.08.04,Reported 04-Aug-1936,1936,AUSTRALIA,M,,0,0,Summer
1936.08.00,Aug-36,1936,USA,M,13.0,0,,Summer
1936.07.25,25-Jul-36,1936,USA,M,16.0,1,0,Summer
1936.07.12,12-Jul-36,1936,USA,,,0,,Summer
1936.07.07,07-Jul-36,1936,AUSTRALIA,M,,0,0,Summer
1936.07.00,Jul-36,1936,SOUTH AFRICA,,,0,,Summer
1936.06.26,26-Jun-36,1936,AUSTRALIA,M,16.0,1,0,Spring
1936.06.06,06-Jun-36,1936,USA,M,,1,0,Spring
1936.04.22,22-Apr-36,1936,AUSTRALIA,M,16.0,0,0,Spring
1936.04.08,08-Ap-1936,1936,AUSTRALIA,,,0,0,
1936.03.30,30-Mar-36,1936,USA,M,,0,1,Winter
1936.03.22,12-Mar-36,1936,AUSTRALIA,M,,0,0,Winter
1936.03.19,19-Mar-36,1936,AUSTRALIA,M,,0,0,Winter
1936.03.04.,04-Mar-36,1936,AUSTRALIA,,,0,,Winter
1936.02.23,23-Feb-36,1936,AUSTRALIA,F,,0,1,Winter
1936.02.20..R,Reported 20-Feb-1936,1936,AUSTRALIA,M,,0,0,Winter
1936.02.04,04-Feb-36,1936,AUSTRALIA,M,14.0,1,0,Winter
1936.01.22,22-Jan-36,1936,AUSTRALIA,M,13.0,1,0,Winter
1936.01.05,05-Jan-36,1936,AUSTRALIA,M,17.0,0,,Winter
1936.01.00,Jan-36,1936,AUSTRALIA,M,,0,1,Winter
1936.00.00,1936,1936,AUSTRALIA,M,,1,0,
1935.12.23,23-Dec-35,1935,AUSTRALIA,,,0,1,Autnum
1935.11.13,13-Nov-35,1935,AUSTRALIA,M,20.0,0,0,Autnum
1935.09.21,21-Sep-35,1935,USA,M,38.0,1,0,Summer
1935.09.04.R,Reported 04-Sep-1935,1935,PAPUA NEW GUINEA,M,,1,0,Summer
1935.08.26,26-Aug-35,1935,AUSTRALIA,M,38.0,1,0,Summer
1935.08.24,24-Aug-35,1935,UNITED KINGDOM,M,,0,,Summer
1935.08.13,13-Aug-35,1935,AUSTRALIA,M,,1,0,Summer
1935.07.27.b,27-Jul-35,1935,USA,M,23.0,1,,Summer
1935.07.27.a,27-Jul-35,1935,USA,M,53.0,1,,Summer
1935.07.05,05-Jul-35,1935,PANAMA,M,14.0,1,0,Summer
1935.07.01,01-Jul-35,1935,CROATIA,F,22.0,1,0,Summer
1935.06.18,18-Jun-35,1935,USA,M,31.0,0,0,Spring
1935.06.05.R,Reported 05-Jun-1935,1935,SOLOMON ISLANDS,M,,1,0,Spring
1935.06.00.b,Jun-35,1935,AUSTRALIA,,,0,,Spring
1935.06.00.a,Jun-35,1935,PAPUA NEW GUINEA,,,0,0,Spring
1935.05.19,19-May-35,1935,SOUTH AFRICA,M,,0,1,Spring
1935.05.12,12-May-35,1935,AUSTRALIA,M,,0,0,Spring
1935.04.25,25-Apr-35,1935,AUSTRALIA,M,40.0,0,,Spring
1935.04.12.R,Reported 12-Apr-1935,1935,,F,,0,0,Spring
1935.04.08.R,Reported 08-Apr-1935,1935,USA,M,,0,0,Spring
1935.03.30,30-Mar-35,1935,AUSTRALIA,M,,0,0,Winter
1935.03.25.R,Reported 25-Mar-1935,1935,SOUTH AFRICA,M,,0,1,Winter
1935.03.20,20-Mar-35,1935,AUSTRALIA,M,,0,0,Winter
1935.03.13,13-Mar-35,1935,AUSTRALIA,M,38.0,0,1,Winter
1935.03.11,11-Mar-35,1935,AUSTRALIA,M,,0,0,Winter
1935.03.09,09-Mar-35,1935,AUSTRALIA,M,27.0,1,0,Winter
1935.03.02,02-Mar-35,1935,AUSTRALIA,M,22.0,1,0,Winter
1935.02.14,14-Feb-35,1935,AUSTRALIA,M,20.0,0,0,Winter
1935.01.24.b,24-Jan-35,1935,AUSTRALIA,M,,0,0,Winter
1935.01.24.a,24-Jan-35,1935,AUSTRALIA,,,0,,Winter
1935.01.21.R,Reported 21-Jan-1935,1935,ISRAEL,,,1,,Winter
1935.01.17,17-Jan-35,1935,AUSTRALIA,M,5.0,0,,Winter
1934.12.31.b,31-Dec-34,1934,AUSTRALIA,F,13.0,0,0,Autnum
1934.12.31.a,31-Dec-34,1934,AUSTRALIA,M,19.0,1,0,Autnum
1934.12.23.b,23-Dec-34,1934,AUSTRALIA,M,14.0,1,0,Autnum
1934.12.23.a,23-Oct-34,1934,AUSTRALIA,M,12.0,0,0,Autnum
1934.10.09,09-Oct-34,1934,AUSTRALIA,F,38.0,1,0,Autnum
1934.10.08,08-Oct-34,1934,BERMUDA,M,,0,1,Autnum
1934.10.02,22-Oct-34,1934,AUSTRALIA,M,,1,0,Autnum
1934.09.08,08-Sep-34,1934,BERMUDA,M,,0,1,Summer
1934.08.27,27-Aug-34,1934,ITALY,M,,0,,Summer
1934.08.26.R,Reported 26-Aug-1934,1934,ITALY / CROATIA,F,,0,,Summer
1934.08.26,26-Aug-34,1934,AUSTRALIA,M,,1,0,Summer
1934.08.21,21-Aug-34,1934,CROATIA,F,18.0,1,0,Summer
1934.08.05,05-Aug-34,1934,USA,M,11.0,0,0,Summer
1934.07.11,11-Jul-34,1934,AUSTRALIA,,,0,,Summer
1934.06.21,  21-Jun-1934,1934,AUSTRALIA,M,,0,1,Spring
1934.06.20,20-Jun-34,1934,USA,M,8.0,1,0,Spring
1934.04.15,15-Apr-34,1934,AUSTRALIA,M,34.0,0,0,Spring
1934.04.01.c,01-Apr-34,1934,SOUTH AFRICA,M,,1,0,Spring
1934.04.01.b,01-Apr-34,1934,SOUTH AFRICA,M,12.0,0,0,Spring
1934.04.01.a,01-Apr-34,1934,AUSTRALIA,M,15.0,1,0,Spring
1934.03.12,12-Mar-34,1934,AUSTRALIA,M,17.0,1,0,Winter
1934.03.00,Mar-34,1934,AUSTRALIA,,,0,1,Winter
1934.02.24,24-Feb-34,1934,AUSTRALIA,M,,0,0,Winter
1934.02.22,22-Feb-34,1934,CHILE,M,,1,0,Winter
1934.01.08.R,Reported 08-Feb-1934,1934,TURKEY,M,,0,,Winter
1934.01.27,27-Jan-34,1934,AUSTRALIA,M,15.0,0,0,Winter
1934.01.07,07-Jan-34,1934,AUSTRALIA,M,22.0,0,0,Winter
1933.11.20,20-Nov-33,1933,AUSTRALIA,M,,1,0,Autnum
1933.11.18,18-Nov-33,1933,AUSTRALIA,M,17.0,0,0,Autnum
1933.10.25.R,Reported 25-Oct-1933,1933,AUSTRALIA,M,,0,0,Autnum
1933.09.27.R,Reported 27-Sep-1933,1933,ISRAEL,M,,0,,Summer
1933.08.28.b,28-Aug-33,1933,USA,M,,0,1,Summer
1933.08.28.a,28-Aug-33,1933,USA,M,,0,0,Summer
1933.08.26.R,Reported 26-Aug-1933,1933,USA,F,,0,0,Summer
1933.07.07.R,Reported 07-Jul-1933,1933,USA,M,50.0,0,0,Summer
1933.07.03,03-Jul-33,1933,AUSTRALIA,M,,0,0,Summer
1933.06.21,21-Jun-33,1933,USA,M,15.0,0,0,Spring
1933.06.16,16-Jun-33,1933,USA,F,,0,0,Spring
1933.06.13,13-Jun-33,1933,AUSTRALIA,M,,0,,Spring
1933.05.24,24-May-33,1933,BARBADOS,,,1,0,Spring
1933.05.23,23-May-33,1933,AUSTRALIA,M,,0,1,Spring
1933.06.08.R,Reported 08-Jun-1933,1933,AUSTRALIA,M,,0,0,Spring
1933.05.03,03-May-33,1933,CUBA,M,,1,0,Spring
1933.04.10,10-Apr-33,1933,USA,M,24.0,1,0,Spring
1933.02.26,26-Feb-33,1933,AUSTRALIA,M,,0,0,Winter
1933.02.15.R,Reported 15-Feb-1933,1933,AUSTRALIA,M,,0,0,Winter
1933.02.14,14-Feb-33,1933,AUSTRALIA,,,0,,Winter
1933.02.12,12-Feb-33,1933,AUSTRALIA,M,,0,1,Winter
1933.01.04,04-Jan-33,1933,AUSTRALIA,M,38.0,1,0,Winter
1932.12.11.R,Reported 11-Dec-1932,1932,AUSTRALIA,M,,0,0,Autnum
1932.12.09.R,Reported 09-Dec-1932,1932,NEW ZEALAND,M,,0,1,Autnum
1932.11.09,08-Nov-32,1932,CUBA,,,,0,Autnum
1932.10.31,31-Oct-32,1932,AUSTRALIA,M,24.0,0,0,Autnum
1932.10.11,11-Oct-32,1932,CAPE VERDE,M,27.0,1,0,Autnum
1932.09.26.R,Reported 26-Sep-1932,1932,FIJI,M,,0,0,Summer
1932.08.30.b,30-Aug-32,1932,AUSTRALIA,M,,0,1,Summer
1932.08.30.a,30-Aug-32,1932,AUSTRALIA,M,,0,1,Summer
