Date,Year,Type,Area,Location,Activity,Sex,Fatal (Y/N),Species
1946-01-01,1946,Boating,Western Cape Province,Plettenberg Bay,Unknown,Unknown,N,
1946-01-01,1946,Boating,Western Cape Province,Table Bay,Unknown,Unknown,N,
1946-01-01,1946,Unprovoked,"""Head of the Gulf""",Unknown,Unknown,F,N,
1945-09-23,1945,Unprovoked,Unknown,Tweed Beach,Bathing,M,Y,
1945-09-19,1945,Sea Disaster,Unknown,Unknown,Unknown,M,N,
1945-09-16,1945,Sea Disaster,Ryukyu,Unknown,Unknown,M,Y,
1945-09-06,1945,Unprovoked,Shatt-al-Arab River,Bashamir,Swimming,M,N,
1945-08-19,1945,Unprovoked,Shatt-al-Arab River,Vicinity of Abadan,Unknown,M,N,
1945-08-06,1945,Unprovoked,North Carolina,Ocracoke,Unknown,Unknown,Y,
1945-07-30,1945,Sea Disaster,In transit between Tinian and Leyte,200 miles Leyte,Unknown,Unknown,Y,
1945-07-01,1945,Sea Disaster,Northern Java,Off Cheribon,Unknown,Unknown,Y,
1945-06-15,1945,Unprovoked,Queensland,"Trinity Beach, Cairns",Swimming,M,Y,
1945-05-08,1945,Unprovoked,North Carolina,"Ocracoke Inlet, Carteret County",Swimming,M,Y,
1945-03-06,1945,Unprovoked,KwaZulu-Natal,Scottburgh,Unknown,M,N,Zambesi Shark
1945-02-05,1945,Unprovoked,Tel Aviv,Unknown,Swimming,M,N,
1945-01-01,1945,Unprovoked,Unknown,Unknown,Diving,M,N,
1945-01-01,1945,Unprovoked,Havana Province,Cojimar,Unknown,M,Y,
1945-01-01,1945,Unprovoked,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Unknown,F,N,
1945-01-01,1945,Unprovoked,Basrah,Shatt-al Arab River,Swimming,M,N,Bull Shark
1944-12-18,1944,Sea Disaster,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Unknown,M,N,Shark
1944-12-02,1944,Provoked,Florida,3 miles north of the inlet at Palm Beach,Unknown,Unknown,N,Tiger Shark
1944-11-08,1944,Sea Disaster,Western Area,Freetown,Unknown,M,Y,
1944-11-01,1944,Invalid,Queensland,Maroochydore Beach,Swimming,M,Unknown,
1944-10-26,1944,Sea Disaster,Unknown,Unknown,Unknown,M,Y,
1944-10-26,1944,Sea Disaster,Bernardino Strait near Gulf of Leyte,Unknown,Unknown,M,Y,
1944-10-25,1944,Sea Disaster,Off Samar Island in the Gulf of Leyte,Unknown,Unknown,M,Y,
1944-10-25,1944,Unprovoked,Unknown,Off Cape Engano,Unknown,M,N,
1944-10-24,1944,Sea Disaster,Unknown,225 miles east of Hong Kong,Unknown,M,Y,
1944-10-23,1944,Boating,Queensland,Tewantin,Fishing,Unknown,N,
1944-09-03,1944,Unprovoked,Maryland,North Beach,Swimming,M,N,
1944-09-01,1944,Unprovoked,Unknown,Unknown,Unknown,M,Y,
1944-08-20,1944,Unprovoked,KwaZulu-Natal,Margate,Swimming,M,Y,
1944-07-22,1944,Unprovoked,Western Cape Province,Hartenbos,Swimming,M,Y,White Shark
1944-06-23,1944,Invalid,Unknown,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,Unknown,M,Unknown,
1944-05-31,1944,Unprovoked,Florida,"Atlantic Beach, Mayport,Duval County",Bathing,F,N,Blacktip Sharkspinner Shark
1944-05-24,1944,Unprovoked,Unknown,Unknown,Unknown,Unknown,N,Shark
1944-05-04,1944,Unprovoked,Caribbean Sea,Unknown,Unknown,M,Y,White Shark
1944-04-01,1944,Unprovoked,Lake Nicaragua (fresh water),Unknown,Unknown,Unknown,Y,Bull Shark
1944-03-26,1944,Unprovoked,KwaZulu-Natal,"Country Club Beach, Durban",Treading Water,M,N,
1944-03-26,1944,Unprovoked,KwaZulu-Natal,"North Beach, Durban",Standing,M,Y,
1944-03-14,1944,Unprovoked,KwaZulu-Natal,"Country Club Beach, Durban",Treading Water,M,N,
1944-02-27,1944,Unprovoked,Western Cape Province,False Bay,Treading Water,M,N,Shark
1944-02-18,1944,Unprovoked,Unknown,"Triplicane Beach, Chennai",Bathing,M,Y,
1944-01-20,1944,Unprovoked,KwaZulu-Natal,"North Beach, Durban",Body Surfing,M,Y,
1944-01-16,1944,Boating,Western Australia,"Cottesloe, Perth",Fishing,M,N,Shark
1944-01-14,1944,Unprovoked,New South Wales,"First Beach, Forster",Surfing,M,N,
1944-01-04,1944,Unprovoked,KwaZulu-Natal,"North Beach, Durban",Swimming,M,Y,
1944-01-01,1944,Sea Disaster,Unknown,Unknown,Unknown,M,Y,
1944-01-01,1944,Sea Disaster,Adriatic Sea,Unknown,Unknown,M,Y,
1944-01-01,1944,Unprovoked,Pacific Ocean,Unknown,Unknown,M,Y,
1943-12-12,1943,Unprovoked,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti",Treading Water,M,Y,
1943-12-04,1943,Sea Disaster,South Carolina,Off Charleston,Unknown,M,Y,
1943-11-21,1943,Unprovoked,Eastern Cape Province,Kei River Mouth,Unknown,M,N,
1943-11-11,1943,Sea Disaster,Near the Fiji Islands,22º08'S: 178º06'W,Unknown,M,Y,
1943-10-26,1943,Invalid,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,Unknown,M,Unknown,Shark
1943-09-23,1943,Unprovoked,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Unknown,M,Y,White Shark
1943-08-01,1943,Sea Disaster,40 miles south of Naples,Tyrrhenian Sea,Unknown,M,N,
1943-07-18,1943,Sea Disaster,Florida,"40 miles off Islamorada, near Cay Sal",Unknown,M,Y,
1943-07-01,1943,Boating,Unknown,Sines,Unknown,Unknown,N,
1943-07-01,1943,Invalid,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,Unknown,
1943-06-16,1943,Boating,Tasmania,Triabunna,Unknown,M,N,White Shark
1943-05-27,1943,Invalid,Unknown,Unknown,Unknown,M,Unknown,
1943-05-17,1943,Sea Disaster,Unknown,68 miles east of Wallis Island,Unknown,M,N,
1943-05-17,1943,Sea Disaster,Unknown,68 miles east of Wallis Island,Unknown,M,Y,
1943-05-14,1943,Sea Disaster,Queensland,Off Brisbane,Unknown,M,Y,
1943-05-01,1943,Sea Disaster,Unknown,Unknown,Unknown,M,N,Blue Shark
1943-04-05,1943,Invalid,Hawaii,"3 miles from shore off McGregor Point, Maui",Unknown,M,Unknown,Shark
1943-03-21,1943,Unprovoked,KwaZulu-Natal,"North Beach, Durban",Swimming,M,Y,
1943-03-14,1943,Sea Disaster,Unknown,Unknown,Unknown,Unknown,Y,
1943-03-02,1943,Sea Disaster,Unknown,Near the Abrolhos Archipelago,Unknown,Unknown,Y,
1943-03-02,1943,Sea Disaster,Morobe Province,Huon Gulf,Unknown,Unknown,Y,
1943-01-26,1943,Sea Disaster,Northwest of Papua New Guinea,Unknown,Unknown,M,Y,
1943-01-01,1943,Unprovoked,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,Unknown,Y,
1943-01-01,1943,Unprovoked,Unknown,Guadalcanal,Swimming,M,N,
1943-01-01,1943,Unprovoked,Unknown,River Tigris,Swimming,M,N,
1943-01-01,1943,Unprovoked,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,N,Small Shark
1943-01-01,1943,Unprovoked,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,M,N,Small Shark
1943-01-01,1943,Unprovoked,Hawaii,"Midway, Northwestern Hawaiian Islands",Unknown,M,Unknown,
1942-12-26,1942,Unprovoked,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Unknown,F,Y,Bull Shark
1942-11-28,1942,Sea Disaster,KwaZulu-Natal,50 km off St. Lucia,Unknown,M,Y,Sharkwhitetip Shark
1942-11-25,1942,Unprovoked,KwaZulu-Natal,Umkomaas,Swimming,M,N,
1942-11-16,1942,Sea Disaster,Unknown,Battle of Guadalcanal,Unknown,M,N,
1942-11-21,1942,Sea Disaster,Unknown,Bound from Cape Town for St. Helena,Unknown,M,Y,
1942-11-13,1942,Sea Disaster,Unknown,Off Guadalcanal,Unknown,M,N,
1942-11-13,1942,Sea Disaster,Unknown,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",Unknown,M,Y,
1942-11-13,1942,Sea Disaster,Unknown,Off Savo Island,Unknown,M,Y,
1942-11-01,1942,Unprovoked,Western Cape Province,Clifton,Swimming,M,Y,White Shark
1942-11-01,1942,Provoked,Between Hawaii and U.S.A.,Unknown,Unknown,M,N,
1942-11-01,1942,Sea Disaster,Off South American coast,Unknown,Unknown,M,Y,
1942-10-12,1942,Sea Disaster,Makora-Ulawa Province,Cape Esperance (near Savo Islands),Unknown,M,N,
1942-09-30,1942,Sea Disaster,04.05N-13.23W,Unknown,Unknown,Unknown,N,
1942-09-12,1942,Sea Disaster,Unknown,360 miles north of Ascension Island,Unknown,M,N,
1942-09-12,1942,Unprovoked,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading Water,M,N,Tiger Shark
1942-09-11,1942,Sea Disaster,Unknown,Southwestern Pacific Base,Unknown,M,Y,Tiger Shark
1942-08-08,1942,Sea Disaster,Unknown,Unknown,Unknown,M,N,
1942-07-12,1942,Sea Disaster,Unknown,Unknown,Unknown,M,Y,
1942-07-06,1942,Provoked,Liguria,Savona,Unknown,M,N,Porbeagle Shark
1942-06-11,1942,Sea Disaster,Unknown,Unknown,Unknown,M,Y,
1942-06-08,1942,Invalid,Unknown,Unknown,Unknown,M,Unknown,Shark
1942-06-04,1942,Unprovoked,Midway Atoll,Unknown,Unknown,M,N,
1942-06-01,1942,Unprovoked,300 miles east of St. Thomas (Virgin Islands),Unknown,Unknown,M,N,
1942-05-09,1942,Unprovoked,Queensland,"Great Barrier Reef, off Cairns",Unknown,M,N,
1942-04-05,1942,Invalid,West of Ceylon (SriLanka),300 nm from shore,Unknown,Unknown,Unknown,
1942-03-08,1942,Sea Disaster,Guantanamo Province,30 nm southeast of Guantanamo Bay,Unknown,M,Y,
1942-03-04,1942,Invalid,New South Wales,Georges River,Unknown,M,Unknown,
1942-01-18,1942,Boating,New South Wales,Fairy Bower,Unknown,Unknown,N,
1942-01-04,1942,Unprovoked,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,F,Y,Bull Shark
1942-01-01,1942,Provoked,New South Wales,"Fairy Bower, near North Steyne",Unknown,M,N,Shark
1942-01-01,1942,Sea Disaster,East Java,Surabaya,Unknown,M,Y,
